uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,INDETERMINADA,HOSPITAL,"10 - 19",F,1
PA,INDETERMINADA,OUTRO,"10 - 19",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,5
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,4
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,16
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,3
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",M,1
PA,PNEUMONIA,DOMICILIO,"10 - 19",M,1
PA,PNEUMONIA,HOSPITAL,"10 - 19",F,29
PA,PNEUMONIA,HOSPITAL,"10 - 19",M,24
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
PA,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
PA,SEPTICEMIA,HOSPITAL,"10 - 19",F,16
PA,SEPTICEMIA,HOSPITAL,"10 - 19",M,19
PA,SRAG,HOSPITAL,"10 - 19",M,1
PB,OUTRAS,DOMICILIO,"10 - 19",F,6
PB,OUTRAS,DOMICILIO,"10 - 19",M,11
PB,OUTRAS,HOSPITAL,"10 - 19",F,14
PB,OUTRAS,HOSPITAL,"10 - 19",M,28
PB,OUTRAS,OUTRO,"10 - 19",F,1
PB,OUTRAS,OUTRO,"10 - 19",M,2
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
PB,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
PB,OUTRAS,VIA_PUBLICA,"10 - 19",M,9
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,2
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,4
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,5
PB,PNEUMONIA,DOMICILIO,"10 - 19",M,4
PB,PNEUMONIA,HOSPITAL,"10 - 19",F,9
PB,PNEUMONIA,HOSPITAL,"10 - 19",M,17
PB,PNEUMONIA,OUTRO,"10 - 19",M,1
PB,PNEUMONIA,VIA_PUBLICA,"10 - 19",M,1
PB,SEPTICEMIA,HOSPITAL,"10 - 19",F,14
PB,SEPTICEMIA,HOSPITAL,"10 - 19",M,11
PB,SEPTICEMIA,OUTRO,"10 - 19",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
PB,SEPTICEMIA,VIA_PUBLICA,"10 - 19",M,1
PE,OUTRAS,DOMICILIO,"10 - 19",F,21
PE,OUTRAS,DOMICILIO,"10 - 19",M,31
PE,OUTRAS,HOSPITAL,"10 - 19",F,53
PE,OUTRAS,HOSPITAL,"10 - 19",M,111
PE,OUTRAS,IGNORADO,"10 - 19",F,1
PE,OUTRAS,IGNORADO,"10 - 19",M,9
PE,OUTRAS,OUTRO,"10 - 19",F,7
PE,OUTRAS,OUTRO,"10 - 19",I,1
PE,OUTRAS,OUTRO,"10 - 19",M,26
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,9
PE,OUTRAS,VIA_PUBLICA,"10 - 19",F,15
PE,OUTRAS,VIA_PUBLICA,"10 - 19",M,60
PE,INDETERMINADA,DOMICILIO,"10 - 19",F,2
PE,INDETERMINADA,DOMICILIO,"10 - 19",M,2
PE,INDETERMINADA,HOSPITAL,"10 - 19",F,3
PE,INDETERMINADA,HOSPITAL,"10 - 19",M,1
PE,INDETERMINADA,IGNORADO,"10 - 19",M,1
PE,INDETERMINADA,OUTRO,"10 - 19",F,1
PE,INDETERMINADA,OUTRO,"10 - 19",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,5
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,12
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,14
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,3
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",F,1
PE,PNEUMONIA,DOMICILIO,"10 - 19",F,1
PE,PNEUMONIA,DOMICILIO,"10 - 19",M,1
PE,PNEUMONIA,HOSPITAL,"10 - 19",F,25
PE,PNEUMONIA,HOSPITAL,"10 - 19",M,22
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
PE,SEPTICEMIA,DOMICILIO,"10 - 19",F,1
PE,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
PE,SEPTICEMIA,HOSPITAL,"10 - 19",F,28
PE,SEPTICEMIA,HOSPITAL,"10 - 19",M,29
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
PE,SRAG,HOSPITAL,"10 - 19",M,1
PI,OUTRAS,DOMICILIO,"10 - 19",F,1
PI,OUTRAS,DOMICILIO,"10 - 19",M,3
PI,OUTRAS,HOSPITAL,"10 - 19",F,19
PI,OUTRAS,HOSPITAL,"10 - 19",M,21
PI,OUTRAS,OUTRO,"10 - 19",M,2
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
PI,OUTRAS,VIA_PUBLICA,"10 - 19",M,3
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,2
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,3
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,5
PI,PNEUMONIA,DOMICILIO,"10 - 19",F,1
PI,PNEUMONIA,DOMICILIO,"10 - 19",M,2
PI,PNEUMONIA,HOSPITAL,"10 - 19",F,4
PI,PNEUMONIA,HOSPITAL,"10 - 19",M,15
PI,SEPTICEMIA,HOSPITAL,"10 - 19",F,8
PI,SEPTICEMIA,HOSPITAL,"10 - 19",M,8
PR,OUTRAS,DOMICILIO,"10 - 19",F,12
PR,OUTRAS,DOMICILIO,"10 - 19",M,22
PR,OUTRAS,HOSPITAL,"10 - 19",F,53
PR,OUTRAS,HOSPITAL,"10 - 19",M,81
PR,OUTRAS,OUTRO,"10 - 19",F,6
PR,OUTRAS,OUTRO,"10 - 19",M,32
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,3
PR,OUTRAS,POSTO_SAUDE,"10 - 19",M,1
PR,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
PR,OUTRAS,VIA_PUBLICA,"10 - 19",M,39
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,8
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,12
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
PR,PNEUMONIA,DOMICILIO,"10 - 19",F,1
PR,PNEUMONIA,DOMICILIO,"10 - 19",M,1
PR,PNEUMONIA,HOSPITAL,"10 - 19",F,27
PR,PNEUMONIA,HOSPITAL,"10 - 19",M,31
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
PR,SEPTICEMIA,HOSPITAL,"10 - 19",F,26
PR,SEPTICEMIA,HOSPITAL,"10 - 19",M,21
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RJ,OUTRAS,DOMICILIO,"10 - 19",F,10
RJ,OUTRAS,DOMICILIO,"10 - 19",M,21
RJ,OUTRAS,HOSPITAL,"10 - 19",F,97
RJ,OUTRAS,HOSPITAL,"10 - 19",M,251
RJ,OUTRAS,IGNORADO,"10 - 19",F,1
RJ,OUTRAS,OUTRO,"10 - 19",F,3
RJ,OUTRAS,OUTRO,"10 - 19",M,44
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,29
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,36
RJ,OUTRAS,VIA_PUBLICA,"10 - 19",F,4
RJ,OUTRAS,VIA_PUBLICA,"10 - 19",M,27
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,11
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,14
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,3
RJ,PNEUMONIA,DOMICILIO,"10 - 19",F,2
RJ,PNEUMONIA,DOMICILIO,"10 - 19",M,5
RJ,PNEUMONIA,HOSPITAL,"10 - 19",F,42
RJ,PNEUMONIA,HOSPITAL,"10 - 19",M,55
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,5
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,4
RJ,SEPTICEMIA,DOMICILIO,"10 - 19",F,1
RJ,SEPTICEMIA,HOSPITAL,"10 - 19",F,44
RJ,SEPTICEMIA,HOSPITAL,"10 - 19",M,43
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
RJ,SRAG,HOSPITAL,"10 - 19",M,2
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
RN,OUTRAS,DOMICILIO,"10 - 19",F,5
RN,OUTRAS,DOMICILIO,"10 - 19",M,10
RN,OUTRAS,HOSPITAL,"10 - 19",F,20
RN,OUTRAS,HOSPITAL,"10 - 19",M,19
RN,OUTRAS,OUTRO,"10 - 19",M,4
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
RN,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
RN,OUTRAS,VIA_PUBLICA,"10 - 19",M,13
RN,INDETERMINADA,HOSPITAL,"10 - 19",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
RN,PNEUMONIA,DOMICILIO,"10 - 19",F,1
RN,PNEUMONIA,DOMICILIO,"10 - 19",M,4
RN,PNEUMONIA,HOSPITAL,"10 - 19",F,6
RN,PNEUMONIA,HOSPITAL,"10 - 19",M,8
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RN,SEPTICEMIA,HOSPITAL,"10 - 19",F,2
RN,SEPTICEMIA,HOSPITAL,"10 - 19",M,9
RN,SEPTICEMIA,OUTRO,"10 - 19",M,1
RN,SEPTICEMIA,POSTO_SAUDE,"10 - 19",M,1
RN,SRAG,HOSPITAL,"10 - 19",F,1
RO,OUTRAS,DOMICILIO,"10 - 19",F,4
RO,OUTRAS,DOMICILIO,"10 - 19",M,5
RO,OUTRAS,HOSPITAL,"10 - 19",F,10
RO,OUTRAS,HOSPITAL,"10 - 19",M,19
RO,OUTRAS,OUTRO,"10 - 19",F,1
RO,OUTRAS,OUTRO,"10 - 19",M,3
RO,OUTRAS,VIA_PUBLICA,"10 - 19",M,8
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,2
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,3
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RO,PNEUMONIA,DOMICILIO,"10 - 19",M,1
RO,PNEUMONIA,HOSPITAL,"10 - 19",F,3
RO,PNEUMONIA,HOSPITAL,"10 - 19",M,8
RO,PNEUMONIA,VIA_PUBLICA,"10 - 19",M,1
RO,SEPTICEMIA,HOSPITAL,"10 - 19",F,1
RO,SEPTICEMIA,HOSPITAL,"10 - 19",M,6
RR,OUTRAS,DOMICILIO,"10 - 19",F,2
RR,OUTRAS,DOMICILIO,"10 - 19",M,3
RR,OUTRAS,HOSPITAL,"10 - 19",F,11
RR,OUTRAS,HOSPITAL,"10 - 19",M,12
RR,OUTRAS,OUTRO,"10 - 19",F,3
RR,OUTRAS,OUTRO,"10 - 19",M,6
RR,OUTRAS,VIA_PUBLICA,"10 - 19",M,3
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
RR,PNEUMONIA,DOMICILIO,"10 - 19",M,1
RR,PNEUMONIA,HOSPITAL,"10 - 19",F,4
RR,PNEUMONIA,HOSPITAL,"10 - 19",M,4
RR,SEPTICEMIA,HOSPITAL,"10 - 19",F,3
RR,SEPTICEMIA,HOSPITAL,"10 - 19",M,2
RS,OUTRAS,DOMICILIO,"10 - 19",F,6
RS,OUTRAS,DOMICILIO,"10 - 19",M,10
RS,OUTRAS,HOSPITAL,"10 - 19",F,41
RS,OUTRAS,HOSPITAL,"10 - 19",M,40
RS,OUTRAS,IGNORADO,"10 - 19",F,4
RS,OUTRAS,OUTRO,"10 - 19",F,1
RS,OUTRAS,OUTRO,"10 - 19",M,3
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,3
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
RS,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
RS,OUTRAS,VIA_PUBLICA,"10 - 19",M,5
RS,INDETERMINADA,OUTRO,"10 - 19",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,10
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,7
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",M,1
RS,PNEUMONIA,HOSPITAL,"10 - 19",F,22
RS,PNEUMONIA,HOSPITAL,"10 - 19",M,32
RS,PNEUMONIA,IGNORADO,"10 - 19",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RS,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
RS,SEPTICEMIA,HOSPITAL,"10 - 19",F,27
RS,SEPTICEMIA,HOSPITAL,"10 - 19",M,26
RS,SEPTICEMIA,IGNORADO,"10 - 19",F,1
RS,SEPTICEMIA,IGNORADO,"10 - 19",M,1
RS,SRAG,HOSPITAL,"10 - 19",F,1
RS,SRAG,HOSPITAL,"10 - 19",M,1
SC,OUTRAS,DOMICILIO,"10 - 19",F,5
SC,OUTRAS,DOMICILIO,"10 - 19",M,5
SC,OUTRAS,HOSPITAL,"10 - 19",F,27
SC,OUTRAS,HOSPITAL,"10 - 19",M,33
SC,OUTRAS,IGNORADO,"10 - 19",M,1
SC,OUTRAS,OUTRO,"10 - 19",F,3
SC,OUTRAS,OUTRO,"10 - 19",M,5
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
SC,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
SC,OUTRAS,VIA_PUBLICA,"10 - 19",M,7
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,5
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,5
SC,PNEUMONIA,DOMICILIO,"10 - 19",F,2
SC,PNEUMONIA,DOMICILIO,"10 - 19",M,3
SC,PNEUMONIA,HOSPITAL,"10 - 19",F,15
SC,PNEUMONIA,HOSPITAL,"10 - 19",M,17
SC,SEPTICEMIA,HOSPITAL,"10 - 19",F,18
SC,SEPTICEMIA,HOSPITAL,"10 - 19",M,20
SC,SRAG,HOSPITAL,"10 - 19",F,1
SC,SRAG,HOSPITAL,"10 - 19",M,3
SE,OUTRAS,DOMICILIO,"10 - 19",F,1
SE,OUTRAS,DOMICILIO,"10 - 19",M,2
SE,OUTRAS,HOSPITAL,"10 - 19",F,10
SE,OUTRAS,HOSPITAL,"10 - 19",M,24
SE,OUTRAS,IGNORADO,"10 - 19",F,1
SE,OUTRAS,IGNORADO,"10 - 19",M,2
SE,OUTRAS,OUTRO,"10 - 19",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,4
SE,OUTRAS,VIA_PUBLICA,"10 - 19",M,7
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,3
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,4
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",M,2
SE,PNEUMONIA,HOSPITAL,"10 - 19",F,8
SE,PNEUMONIA,HOSPITAL,"10 - 19",M,8
SE,PNEUMONIA,VIA_PUBLICA,"10 - 19",M,1
SE,SEPTICEMIA,HOSPITAL,"10 - 19",F,10
SE,SEPTICEMIA,HOSPITAL,"10 - 19",M,10
SP,OUTRAS,DOMICILIO,"10 - 19",F,51
SP,OUTRAS,DOMICILIO,"10 - 19",M,84
SP,OUTRAS,HOSPITAL,"10 - 19",F,220
SP,OUTRAS,HOSPITAL,"10 - 19",M,430
SP,OUTRAS,IGNORADO,"10 - 19",F,1
SP,OUTRAS,IGNORADO,"10 - 19",M,6
SP,OUTRAS,OUTRO,"10 - 19",F,16
SP,OUTRAS,OUTRO,"10 - 19",M,55
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,16
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,30
SP,OUTRAS,POSTO_SAUDE,"10 - 19",F,2
SP,OUTRAS,POSTO_SAUDE,"10 - 19",M,3
SP,OUTRAS,VIA_PUBLICA,"10 - 19",F,25
SP,OUTRAS,VIA_PUBLICA,"10 - 19",M,97
SP,INDETERMINADA,DOMICILIO,"10 - 19",F,2
SP,INDETERMINADA,DOMICILIO,"10 - 19",M,2
SP,INDETERMINADA,HOSPITAL,"10 - 19",F,5
SP,INDETERMINADA,HOSPITAL,"10 - 19",M,7
SP,INDETERMINADA,OUTRO,"10 - 19",F,2
SP,INDETERMINADA,OUTRO,"10 - 19",M,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,3
SP,INDETERMINADA,VIA_PUBLICA,"10 - 19",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,9
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,47
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,77
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,4
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,5
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",M,1
SP,PNEUMONIA,DOMICILIO,"10 - 19",F,8
SP,PNEUMONIA,DOMICILIO,"10 - 19",M,13
SP,PNEUMONIA,HOSPITAL,"10 - 19",F,104
SP,PNEUMONIA,HOSPITAL,"10 - 19",M,137
SP,PNEUMONIA,OUTRO,"10 - 19",F,4
SP,PNEUMONIA,OUTRO,"10 - 19",M,3
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,3
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,7
SP,PNEUMONIA,POSTO_SAUDE,"10 - 19",F,1
SP,SEPTICEMIA,DOMICILIO,"10 - 19",F,1
SP,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
SP,SEPTICEMIA,HOSPITAL,"10 - 19",F,86
SP,SEPTICEMIA,HOSPITAL,"10 - 19",M,108
SP,SEPTICEMIA,IGNORADO,"10 - 19",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
SP,SRAG,HOSPITAL,"10 - 19",F,2
SP,SRAG,HOSPITAL,"10 - 19",M,3
TO,OUTRAS,DOMICILIO,"10 - 19",F,1
TO,OUTRAS,DOMICILIO,"10 - 19",M,5
TO,OUTRAS,HOSPITAL,"10 - 19",F,5
TO,OUTRAS,HOSPITAL,"10 - 19",M,15
TO,OUTRAS,IGNORADO,"10 - 19",M,1
TO,OUTRAS,OUTRO,"10 - 19",F,1
TO,OUTRAS,OUTRO,"10 - 19",M,6
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
TO,OUTRAS,POSTO_SAUDE,"10 - 19",M,1
TO,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
TO,INDETERMINADA,HOSPITAL,"10 - 19",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
TO,PNEUMONIA,HOSPITAL,"10 - 19",F,4
TO,PNEUMONIA,HOSPITAL,"10 - 19",M,4
TO,PNEUMONIA,OUTRO,"10 - 19",M,1
TO,SEPTICEMIA,HOSPITAL,"10 - 19",M,2
TO,SRAG,HOSPITAL,"10 - 19",F,1
AC,OUTRAS,DOMICILIO,"20 - 29",F,11
AC,OUTRAS,DOMICILIO,"20 - 29",M,18
AC,OUTRAS,HOSPITAL,"20 - 29",F,6
AC,OUTRAS,HOSPITAL,"20 - 29",M,34
AC,OUTRAS,IGNORADO,"20 - 29",F,1
AC,OUTRAS,IGNORADO,"20 - 29",M,1
AC,OUTRAS,OUTRO,"20 - 29",M,14
AC,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
AC,OUTRAS,VIA_PUBLICA,"20 - 29",M,21
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,4
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
AC,PNEUMONIA,HOSPITAL,"20 - 29",F,8
AC,PNEUMONIA,HOSPITAL,"20 - 29",M,11
AC,SEPTICEMIA,HOSPITAL,"20 - 29",F,5
AC,SEPTICEMIA,HOSPITAL,"20 - 29",M,6
AL,OUTRAS,DOMICILIO,"20 - 29",F,14
AL,OUTRAS,DOMICILIO,"20 - 29",M,41
AL,OUTRAS,HOSPITAL,"20 - 29",F,40
AL,OUTRAS,HOSPITAL,"20 - 29",M,113
AL,OUTRAS,IGNORADO,"20 - 29",F,1
AL,OUTRAS,IGNORADO,"20 - 29",M,3
AL,OUTRAS,OUTRO,"20 - 29",F,1
AL,OUTRAS,OUTRO,"20 - 29",M,17
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
AL,OUTRAS,VIA_PUBLICA,"20 - 29",F,7
AL,OUTRAS,VIA_PUBLICA,"20 - 29",M,98
AL,INDETERMINADA,DOMICILIO,"20 - 29",M,1
AL,INDETERMINADA,HOSPITAL,"20 - 29",F,2
AL,INDETERMINADA,HOSPITAL,"20 - 29",M,3
AL,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,10
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
AL,PNEUMONIA,DOMICILIO,"20 - 29",F,2
AL,PNEUMONIA,HOSPITAL,"20 - 29",F,17
AL,PNEUMONIA,HOSPITAL,"20 - 29",M,21
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
AL,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
AL,SEPTICEMIA,HOSPITAL,"20 - 29",F,21
AL,SEPTICEMIA,HOSPITAL,"20 - 29",M,22
AL,SRAG,HOSPITAL,"20 - 29",M,1
AL,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
AM,OUTRAS,DOMICILIO,"20 - 29",F,16
AM,OUTRAS,DOMICILIO,"20 - 29",M,51
AM,OUTRAS,HOSPITAL,"20 - 29",F,56
AM,OUTRAS,HOSPITAL,"20 - 29",M,165
AM,OUTRAS,IGNORADO,"20 - 29",F,1
AM,OUTRAS,IGNORADO,"20 - 29",M,2
AM,OUTRAS,OUTRO,"20 - 29",F,5
AM,OUTRAS,OUTRO,"20 - 29",M,46
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
AM,OUTRAS,VIA_PUBLICA,"20 - 29",F,10
AM,OUTRAS,VIA_PUBLICA,"20 - 29",M,114
AM,INDETERMINADA,DOMICILIO,"20 - 29",M,1
AM,INDETERMINADA,OUTRO,"20 - 29",F,1
AM,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,11
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,13
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
AM,PNEUMONIA,HOSPITAL,"20 - 29",F,13
AM,PNEUMONIA,HOSPITAL,"20 - 29",M,39
