uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PR,OUTRAS,VIA_PUBLICA,"10 - 19",M,40
PR,COVID,DOMICILIO,"10 - 19",F,1
PR,COVID,DOMICILIO,"10 - 19",M,1
PR,COVID,HOSPITAL,"10 - 19",F,10
PR,COVID,HOSPITAL,"10 - 19",M,8
PR,COVID,SAMU,"10 - 19",F,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,4
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,4
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,7
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,8
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
PR,PNEUMONIA,DOMICILIO,"10 - 19",F,1
PR,PNEUMONIA,DOMICILIO,"10 - 19",M,1
PR,PNEUMONIA,HOSPITAL,"10 - 19",F,9
PR,PNEUMONIA,HOSPITAL,"10 - 19",M,17
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
PR,SEPTICEMIA,HOSPITAL,"10 - 19",F,21
PR,SEPTICEMIA,HOSPITAL,"10 - 19",M,22
PR,SRAG,HOSPITAL,"10 - 19",F,2
PR,SRAG,HOSPITAL,"10 - 19",M,1
RJ,OUTRAS,DOMICILIO,"10 - 19",F,8
RJ,OUTRAS,DOMICILIO,"10 - 19",M,29
RJ,OUTRAS,HOSPITAL,"10 - 19",F,111
RJ,OUTRAS,HOSPITAL,"10 - 19",M,239
RJ,OUTRAS,IGNORADO,"10 - 19",F,1
RJ,OUTRAS,IGNORADO,"10 - 19",M,2
RJ,OUTRAS,OUTRO,"10 - 19",F,7
RJ,OUTRAS,OUTRO,"10 - 19",M,29
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,32
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,60
RJ,OUTRAS,VIA_PUBLICA,"10 - 19",F,8
RJ,OUTRAS,VIA_PUBLICA,"10 - 19",M,39
RJ,COVID,DOMICILIO,"10 - 19",F,1
RJ,COVID,HOSPITAL,"10 - 19",F,14
RJ,COVID,HOSPITAL,"10 - 19",M,14
RJ,COVID,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
RJ,INDETERMINADA,DOMICILIO,"10 - 19",F,1
RJ,INDETERMINADA,DOMICILIO,"10 - 19",M,1
RJ,INDETERMINADA,HOSPITAL,"10 - 19",F,2
RJ,INDETERMINADA,HOSPITAL,"10 - 19",M,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
RJ,INDETERMINADA,VIA_PUBLICA,"10 - 19",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,13
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,18
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,4
RJ,PNEUMONIA,DOMICILIO,"10 - 19",M,1
RJ,PNEUMONIA,HOSPITAL,"10 - 19",F,25
RJ,PNEUMONIA,HOSPITAL,"10 - 19",M,47
RJ,PNEUMONIA,OUTRO,"10 - 19",F,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,6
RJ,SEPTICEMIA,DOMICILIO,"10 - 19",F,1
RJ,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
RJ,SEPTICEMIA,HOSPITAL,"10 - 19",F,46
RJ,SEPTICEMIA,HOSPITAL,"10 - 19",I,1
RJ,SEPTICEMIA,HOSPITAL,"10 - 19",M,40
RJ,SEPTICEMIA,IGNORADO,"10 - 19",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,8
RJ,SRAG,HOSPITAL,"10 - 19",F,2
RJ,SRAG,HOSPITAL,"10 - 19",M,3
RN,OUTRAS,DOMICILIO,"10 - 19",F,3
RN,OUTRAS,DOMICILIO,"10 - 19",M,9
RN,OUTRAS,HOSPITAL,"10 - 19",F,12
RN,OUTRAS,HOSPITAL,"10 - 19",M,23
RN,OUTRAS,IGNORADO,"10 - 19",M,2
RN,OUTRAS,OUTRO,"10 - 19",M,5
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
RN,OUTRAS,VIA_PUBLICA,"10 - 19",M,11
RN,COVID,HOSPITAL,"10 - 19",F,3
RN,COVID,HOSPITAL,"10 - 19",M,1
RN,INDETERMINADA,HOSPITAL,"10 - 19",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
RN,PNEUMONIA,HOSPITAL,"10 - 19",F,4
RN,PNEUMONIA,HOSPITAL,"10 - 19",M,4
RN,PNEUMONIA,OUTRO,"10 - 19",M,1
RN,PNEUMONIA,VIA_PUBLICA,"10 - 19",F,1
RN,SEPTICEMIA,HOSPITAL,"10 - 19",F,4
RN,SEPTICEMIA,HOSPITAL,"10 - 19",M,7
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RO,OUTRAS,DOMICILIO,"10 - 19",F,3
RO,OUTRAS,DOMICILIO,"10 - 19",M,14
RO,OUTRAS,HOSPITAL,"10 - 19",F,9
RO,OUTRAS,HOSPITAL,"10 - 19",M,11
RO,OUTRAS,OUTRO,"10 - 19",F,1
RO,OUTRAS,OUTRO,"10 - 19",M,8
RO,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
RO,OUTRAS,VIA_PUBLICA,"10 - 19",M,7
RO,COVID,HOSPITAL,"10 - 19",F,2
RO,COVID,HOSPITAL,"10 - 19",M,5
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,2
RO,PNEUMONIA,DOMICILIO,"10 - 19",M,1
RO,PNEUMONIA,HOSPITAL,"10 - 19",F,4
RO,PNEUMONIA,HOSPITAL,"10 - 19",M,6
RO,SEPTICEMIA,HOSPITAL,"10 - 19",F,6
RO,SEPTICEMIA,HOSPITAL,"10 - 19",M,6
RR,OUTRAS,DOMICILIO,"10 - 19",F,3
RR,OUTRAS,DOMICILIO,"10 - 19",M,1
RR,OUTRAS,HOSPITAL,"10 - 19",F,10
RR,OUTRAS,HOSPITAL,"10 - 19",M,17
RR,OUTRAS,IGNORADO,"10 - 19",M,1
RR,OUTRAS,OUTRO,"10 - 19",F,1
RR,OUTRAS,OUTRO,"10 - 19",M,1
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
RR,OUTRAS,VIA_PUBLICA,"10 - 19",M,1
RR,COVID,HOSPITAL,"10 - 19",F,4
RR,COVID,HOSPITAL,"10 - 19",M,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
RR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
RR,PNEUMONIA,HOSPITAL,"10 - 19",M,1
RR,SEPTICEMIA,HOSPITAL,"10 - 19",F,3
RR,SEPTICEMIA,HOSPITAL,"10 - 19",M,5
RS,OUTRAS,DOMICILIO,"10 - 19",F,4
RS,OUTRAS,DOMICILIO,"10 - 19",M,10
RS,OUTRAS,HOSPITAL,"10 - 19",F,31
RS,OUTRAS,HOSPITAL,"10 - 19",M,45
RS,OUTRAS,IGNORADO,"10 - 19",F,4
RS,OUTRAS,IGNORADO,"10 - 19",M,2
RS,OUTRAS,OUTRO,"10 - 19",F,6
RS,OUTRAS,OUTRO,"10 - 19",M,4
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,3
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,4
RS,OUTRAS,VIA_PUBLICA,"10 - 19",F,3
RS,OUTRAS,VIA_PUBLICA,"10 - 19",M,9
RS,COVID,HOSPITAL,"10 - 19",F,8
RS,COVID,HOSPITAL,"10 - 19",M,7
RS,COVID,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
RS,INDETERMINADA,HOSPITAL,"10 - 19",M,2
RS,INDETERMINADA,OUTRO,"10 - 19",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,5
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,9
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"10 - 19",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
RS,PNEUMONIA,DOMICILIO,"10 - 19",M,2
RS,PNEUMONIA,HOSPITAL,"10 - 19",F,10
RS,PNEUMONIA,HOSPITAL,"10 - 19",M,17
RS,PNEUMONIA,IGNORADO,"10 - 19",F,1
RS,PNEUMONIA,IGNORADO,"10 - 19",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
RS,SEPTICEMIA,DOMICILIO,"10 - 19",F,1
RS,SEPTICEMIA,HOSPITAL,"10 - 19",F,15
RS,SEPTICEMIA,HOSPITAL,"10 - 19",M,28
RS,SRAG,HOSPITAL,"10 - 19",F,3
RS,SRAG,HOSPITAL,"10 - 19",M,3
SC,OUTRAS,DOMICILIO,"10 - 19",F,5
SC,OUTRAS,DOMICILIO,"10 - 19",M,12
SC,OUTRAS,HOSPITAL,"10 - 19",F,25
SC,OUTRAS,HOSPITAL,"10 - 19",M,32
SC,OUTRAS,OUTRO,"10 - 19",F,1
SC,OUTRAS,OUTRO,"10 - 19",M,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
SC,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
SC,OUTRAS,VIA_PUBLICA,"10 - 19",M,6
SC,COVID,HOSPITAL,"10 - 19",F,6
SC,COVID,HOSPITAL,"10 - 19",M,6
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,3
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,8
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,2
SC,PNEUMONIA,DOMICILIO,"10 - 19",F,1
SC,PNEUMONIA,DOMICILIO,"10 - 19",M,1
SC,PNEUMONIA,HOSPITAL,"10 - 19",F,7
SC,PNEUMONIA,HOSPITAL,"10 - 19",M,14
SC,SEPTICEMIA,HOSPITAL,"10 - 19",F,10
SC,SEPTICEMIA,HOSPITAL,"10 - 19",M,10
SC,SRAG,DOMICILIO,"10 - 19",F,1
SE,OUTRAS,DOMICILIO,"10 - 19",M,7
SE,OUTRAS,HOSPITAL,"10 - 19",F,4
SE,OUTRAS,HOSPITAL,"10 - 19",M,19
SE,OUTRAS,IGNORADO,"10 - 19",M,2
SE,OUTRAS,OUTRO,"10 - 19",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,4
SE,OUTRAS,VIA_PUBLICA,"10 - 19",F,3
SE,OUTRAS,VIA_PUBLICA,"10 - 19",M,4
SE,COVID,HOSPITAL,"10 - 19",F,5
SE,COVID,HOSPITAL,"10 - 19",M,6
SE,INDETERMINADA,DOMICILIO,"10 - 19",M,2
SE,INDETERMINADA,HOSPITAL,"10 - 19",M,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,3
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,4
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"10 - 19",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
SE,PNEUMONIA,HOSPITAL,"10 - 19",F,5
SE,PNEUMONIA,HOSPITAL,"10 - 19",M,8
SE,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
SE,SEPTICEMIA,HOSPITAL,"10 - 19",F,4
SE,SEPTICEMIA,HOSPITAL,"10 - 19",M,8
SP,OUTRAS,DOMICILIO,"10 - 19",F,74
SP,OUTRAS,DOMICILIO,"10 - 19",M,105
SP,OUTRAS,HOSPITAL,"10 - 19",F,229
SP,OUTRAS,HOSPITAL,"10 - 19",M,499
SP,OUTRAS,IGNORADO,"10 - 19",F,2
SP,OUTRAS,IGNORADO,"10 - 19",M,4
SP,OUTRAS,OUTRO,"10 - 19",F,19
SP,OUTRAS,OUTRO,"10 - 19",M,69
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,17
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,52
SP,OUTRAS,POSTO_SAUDE,"10 - 19",M,1
SP,OUTRAS,VIA_PUBLICA,"10 - 19",F,27
SP,OUTRAS,VIA_PUBLICA,"10 - 19",M,167
SP,COVID,DOMICILIO,"10 - 19",F,1
SP,COVID,DOMICILIO,"10 - 19",M,1
SP,COVID,HOSPITAL,"10 - 19",F,41
SP,COVID,HOSPITAL,"10 - 19",M,47
SP,COVID,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
SP,INDETERMINADA,DOMICILIO,"10 - 19",F,2
SP,INDETERMINADA,DOMICILIO,"10 - 19",M,2
SP,INDETERMINADA,HOSPITAL,"10 - 19",F,4
SP,INDETERMINADA,HOSPITAL,"10 - 19",M,8
SP,INDETERMINADA,OUTRO,"10 - 19",M,2
SP,INDETERMINADA,VIA_PUBLICA,"10 - 19",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,7
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,13
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,48
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,69
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"10 - 19",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",F,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,6
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",M,1
SP,PNEUMONIA,DOMICILIO,"10 - 19",F,2
SP,PNEUMONIA,DOMICILIO,"10 - 19",M,3
SP,PNEUMONIA,HOSPITAL,"10 - 19",F,72
SP,PNEUMONIA,HOSPITAL,"10 - 19",M,88
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,3
SP,PNEUMONIA,POSTO_SAUDE,"10 - 19",M,1
SP,PNEUMONIA,VIA_PUBLICA,"10 - 19",M,1
SP,SEPTICEMIA,DOMICILIO,"10 - 19",M,2
SP,SEPTICEMIA,HOSPITAL,"10 - 19",F,70
SP,SEPTICEMIA,HOSPITAL,"10 - 19",M,86
SP,SEPTICEMIA,OUTRO,"10 - 19",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,6
SP,SRAG,HOSPITAL,"10 - 19",F,6
SP,SRAG,HOSPITAL,"10 - 19",M,7
SP,SRAG,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
TO,OUTRAS,DOMICILIO,"10 - 19",F,1
TO,OUTRAS,DOMICILIO,"10 - 19",M,7
TO,OUTRAS,HOSPITAL,"10 - 19",F,6
TO,OUTRAS,HOSPITAL,"10 - 19",M,10
TO,OUTRAS,OUTRO,"10 - 19",F,1
TO,OUTRAS,OUTRO,"10 - 19",M,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
TO,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
TO,OUTRAS,VIA_PUBLICA,"10 - 19",M,5
TO,COVID,HOSPITAL,"10 - 19",F,1
TO,COVID,HOSPITAL,"10 - 19",M,1
TO,INDETERMINADA,HOSPITAL,"10 - 19",M,1
TO,INDETERMINADA,OUTRO,"10 - 19",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
TO,PNEUMONIA,HOSPITAL,"10 - 19",F,1
TO,PNEUMONIA,HOSPITAL,"10 - 19",M,1
TO,SEPTICEMIA,HOSPITAL,"10 - 19",F,1
TO,SEPTICEMIA,HOSPITAL,"10 - 19",M,1
AC,OUTRAS,DOMICILIO,"20 - 29",F,11
AC,OUTRAS,DOMICILIO,"20 - 29",M,23
AC,OUTRAS,HOSPITAL,"20 - 29",F,11
AC,OUTRAS,HOSPITAL,"20 - 29",M,26
AC,OUTRAS,OUTRO,"20 - 29",M,24
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
AC,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
AC,OUTRAS,VIA_PUBLICA,"20 - 29",M,27
AC,COVID,HOSPITAL,"20 - 29",F,7
AC,COVID,HOSPITAL,"20 - 29",M,6
AC,INDETERMINADA,DOMICILIO,"20 - 29",M,1
AC,INDETERMINADA,OUTRO,"20 - 29",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
AC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
AC,PNEUMONIA,DOMICILIO,"20 - 29",F,1
AC,PNEUMONIA,DOMICILIO,"20 - 29",M,1
AC,PNEUMONIA,HOSPITAL,"20 - 29",F,7
AC,PNEUMONIA,HOSPITAL,"20 - 29",M,4
AC,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
AC,SEPTICEMIA,HOSPITAL,"20 - 29",F,1
AC,SEPTICEMIA,HOSPITAL,"20 - 29",M,12
AC,SRAG,HOSPITAL,"20 - 29",F,1
AL,OUTRAS,DOMICILIO,"20 - 29",F,10
AL,OUTRAS,DOMICILIO,"20 - 29",M,51
AL,OUTRAS,HOSPITAL,"20 - 29",F,33
AL,OUTRAS,HOSPITAL,"20 - 29",M,112
AL,OUTRAS,IGNORADO,"20 - 29",M,1
AL,OUTRAS,OUTRO,"20 - 29",F,1
AL,OUTRAS,OUTRO,"20 - 29",M,26
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,6
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
AL,OUTRAS,VIA_PUBLICA,"20 - 29",F,9
AL,OUTRAS,VIA_PUBLICA,"20 - 29",M,104
AL,COVID,HOSPITAL,"20 - 29",F,15
AL,COVID,HOSPITAL,"20 - 29",M,11
AL,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,5
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
AL,PNEUMONIA,DOMICILIO,"20 - 29",F,1
AL,PNEUMONIA,DOMICILIO,"20 - 29",M,1
AL,PNEUMONIA,HOSPITAL,"20 - 29",F,7
AL,PNEUMONIA,HOSPITAL,"20 - 29",M,12
AL,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
AL,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
AL,SEPTICEMIA,HOSPITAL,"20 - 29",F,15
AL,SEPTICEMIA,HOSPITAL,"20 - 29",M,26
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
AL,SRAG,HOSPITAL,"20 - 29",F,1
AL,SRAG,HOSPITAL,"20 - 29",M,4
AM,OUTRAS,DOMICILIO,"20 - 29",F,18
AM,OUTRAS,DOMICILIO,"20 - 29",M,35
AM,OUTRAS,HOSPITAL,"20 - 29",F,52
AM,OUTRAS,HOSPITAL,"20 - 29",M,136
AM,OUTRAS,OUTRO,"20 - 29",F,6
AM,OUTRAS,OUTRO,"20 - 29",M,38
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
AM,OUTRAS,VIA_PUBLICA,"20 - 29",F,4
AM,OUTRAS,VIA_PUBLICA,"20 - 29",M,61
AM,COVID,DOMICILIO,"20 - 29",F,1
AM,COVID,DOMICILIO,"20 - 29",M,1
AM,COVID,HOSPITAL,"20 - 29",F,18
AM,COVID,HOSPITAL,"20 - 29",M,15
AM,COVID,OUTRO,"20 - 29",F,1
AM,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
AM,INDETERMINADA,DOMICILIO,"20 - 29",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,7
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,13
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,3
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
AM,PNEUMONIA,HOSPITAL,"20 - 29",F,17
AM,PNEUMONIA,HOSPITAL,"20 - 29",M,23
AM,PNEUMONIA,OUTRO,"20 - 29",F,2
AM,PNEUMONIA,OUTRO,"20 - 29",M,1
AM,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
AM,SEPTICEMIA,HOSPITAL,"20 - 29",F,24
AM,SEPTICEMIA,HOSPITAL,"20 - 29",M,38
AM,SEPTICEMIA,OUTRO,"20 - 29",F,1
AM,SRAG,HOSPITAL,"20 - 29",F,6
AM,SRAG,HOSPITAL,"20 - 29",M,6
AP,OUTRAS,DOMICILIO,"20 - 29",F,1
AP,OUTRAS,DOMICILIO,"20 - 29",M,8
AP,OUTRAS,HOSPITAL,"20 - 29",F,12
AP,OUTRAS,HOSPITAL,"20 - 29",M,18
AP,OUTRAS,OUTRO,"20 - 29",F,4
AP,OUTRAS,OUTRO,"20 - 29",M,4
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
AP,OUTRAS,VIA_PUBLICA,"20 - 29",M,16
AP,COVID,HOSPITAL,"20 - 29",F,7
AP,COVID,HOSPITAL,"20 - 29",M,8
AP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
AP,INDETERMINADA,DOMICILIO,"20 - 29",M,1
AP,INDETERMINADA,HOSPITAL,"20 - 29",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,5
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,1
AP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
AP,PNEUMONIA,HOSPITAL,"20 - 29",F,4
AP,PNEUMONIA,HOSPITAL,"20 - 29",M,4
AP,SEPTICEMIA,AMBULANCIA,"20 - 29",F,1
AP,SEPTICEMIA,HOSPITAL,"20 - 29",F,2
AP,SEPTICEMIA,HOSPITAL,"20 - 29",M,8
AP,SEPTICEMIA,IGNORADO,"20 - 29",F,1
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
AP,SRAG,VIA_PUBLICA,"20 - 29",M,1
BA,OUTRAS,DOMICILIO,"20 - 29",F,56
BA,OUTRAS,DOMICILIO,"20 - 29",M,118
BA,OUTRAS,HOSPITAL,"20 - 29",F,121
BA,OUTRAS,HOSPITAL,"20 - 29",M,291
BA,OUTRAS,IGNORADO,"20 - 29",M,14
BA,OUTRAS,OUTRO,"20 - 29",F,16
BA,OUTRAS,OUTRO,"20 - 29",M,67
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,17
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,37
BA,OUTRAS,VIA_PUBLICA,"20 - 29",F,12
BA,OUTRAS,VIA_PUBLICA,"20 - 29",M,123
BA,COVID,HOSPITAL,"20 - 29",F,32
BA,COVID,HOSPITAL,"20 - 29",M,45
BA,COVID,OUTRO,"20 - 29",M,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,7
BA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
BA,COVID,VIA_PUBLICA,"20 - 29",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,4
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,4
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,29
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,35
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
BA,PNEUMONIA,DOMICILIO,"20 - 29",M,7
BA,PNEUMONIA,HOSPITAL,"20 - 29",F,34
BA,PNEUMONIA,HOSPITAL,"20 - 29",M,45
BA,PNEUMONIA,OUTRO,"20 - 29",M,2
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
BA,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
BA,SEPTICEMIA,DOMICILIO,"20 - 29",M,4
